,head,variable,value
3105,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi245
3106,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi943
3107,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,concept_vocab_index,vi220
3108,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1443
3109,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,prerequisite,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19
3110,Course1_W9-S1-L5_The_Brown_Clustering_Algorithm_Part_3_9-18,level,level_1
3111,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi991
3112,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi226
3113,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,l_text_topics,topic_12
3114,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,concept_vocab_index,vi1074
3115,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35,concept_vocab_index,vi743
3116,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi172
3117,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi47
3118,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1206
3119,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,l_text_topics,topic_10
3120,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,concept_vocab_index,vi1206
3121,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi1252
3122,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,l_text_topics,topic_12
3123,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi1255
3124,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi999
3125,Course1_W8-S1-L3_Independence_Assumptions_in_Log-linear_Taggers_8-32,concept_vocab_index,vi625
3126,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1437
3127,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1377
3128,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi832
3129,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1018
3130,Course2_W1-S2-L3_Word_Tokenization_14-26,l_text_topics,topic_7
3131,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,level,level_1
3132,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi988
3133,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi1074
3134,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,prerequisite,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38
3135,Course2_W6-S1-L4_CKY_Example_21-52,concept_vocab_index,vi257
3136,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,concept_vocab_index,vi293
3137,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi993
3138,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,concept_vocab_index,vi134
3139,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi817
3140,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi1277
3141,Course2_W1-S2-L1_Regular_Expressions_11-25,l_text_topics,topic_5
3142,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi587
3143,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi538
3144,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi27
3145,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi1057
3146,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1367
3147,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi1235
3148,Course1_W1-S3-L5_Summary_2-31,concept_vocab_index,vi827
3149,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi938
3150,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1422
3151,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,l_text_topics,topic_11
3152,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi351
3153,Course1_W9-S1-L1_Introduction_0-36,l_text_topics,topic_14
3154,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi137
3155,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,level,level_3
3156,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,concept_vocab_index,vi171
3157,Course1_W7-S1-L8_Parameter_Estimation_in_Log-linear_Models_Part_2_4-13,l_text_topics,topic_12
3158,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi468
3159,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1115
3160,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,concept_vocab_index,vi122
3161,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi47
3162,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi239
3163,Course1_W8-S2-L6_Summary_1-12,prerequisite,Course1_W8-S2-L5_Features_and_Beam_Search_12-10
3164,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi873
3165,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi500
3166,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi908
3167,Course1_W9-S1-L3_The_Brown_Clustering_Algorithm_Part_1_11-50,concept_vocab_index,vi631
3168,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,concept_vocab_index,vi1072
3169,Course1_W10-S1-L1_Introduction_1-02,concept_vocab_index,vi1015
3170,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi1091
3171,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi55
3172,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi31
3173,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,concept_vocab_index,vi55
3174,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,concept_vocab_index,vi1072
3175,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1377
3176,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi113
3177,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,concept_vocab_index,vi988
3178,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi848
3179,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi1015
3180,Course1_W6-S1-L1_Introduction_0-41,concept_vocab_index,vi818
3181,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi468
3182,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_11
3183,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,prerequisite,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49
3184,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_14
3185,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi1164
3186,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi345
3187,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi1067
3188,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi1299
3189,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,level,level_1
3190,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi873
3191,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,level,level_2
3192,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,concept_vocab_index,vi73
3193,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1062
3194,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1062
3195,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,l_text_topics,topic_1
3196,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi14
3197,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi993
3198,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1067
3199,Course1_W6-S2-L2_Definition_of_the_Decoding_Problem_Part_2_13-00,l_text_topics,topic_6
3200,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,l_text_topics,topic_10
3201,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi1043
3202,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi873
3203,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi873
3204,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi255
3205,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi284
3206,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,prerequisite,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38
3207,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi330
3208,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi980
3209,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi62
3210,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1259
3211,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1321
3212,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi677
3213,Course2_W5-S1-L1_The_Maximum_Entropy_Model_Presentation_12-14,l_text_topics,topic_8
3214,Course1_W7-S1-L1_Introduction_0-47,l_text_topics,topic_12
3215,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1434
3216,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,concept_vocab_index,vi436
3217,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi279
3218,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,level,level_3
3219,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,prerequisite,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51
3220,Course1_W6-S1-L1_Introduction_0-41,l_text_topics,topic_12
3221,Course2_W4-S3-L3_Supervised_Relation_Extraction_10-51,l_text_topics,topic_14
3222,Course1_W9-S2-L1_Introduction_0-30,concept_vocab_index,vi984
3223,Course2_W8-S3-L2_Generating_Snippets,l_text_topics,topic_11
3224,Course1_W2-S1-L8_Summary_1-50,concept_vocab_index,vi1422
3225,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,concept_vocab_index,vi1206
3226,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi255
3227,Course2_W6-S1-L3_CKY_Parsing_23-25,prerequisite,Course2_W6-S1-L2_Grammar_Transforms_12-05
3228,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi770
3229,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi1377
3230,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,l_text_topics,topic_11
3231,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi131
3232,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,concept_vocab_index,vi1206
3233,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,concept_vocab_index,vi257
3234,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,l_text_topics,topic_11
3235,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi993
3236,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi69
3237,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,l_text_topics,topic_9
3238,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi468
3239,Course2_W3-S1-L8_Text_Classification-_Evaluation_7-17,concept_vocab_index,vi819
3240,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,concept_vocab_index,vi490
3241,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi51
3242,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1422
3243,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,level,level_3
3244,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi991
3245,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,level,level_2
3246,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi688
3247,Course2_W3-S2_L3_Sentiment_Lexicons_8-37,concept_vocab_index,vi768
3248,Course1_W3-S2-L1_Introduction_1-12,l_text_topics,topic_7
3249,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi178
3250,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi1481
3251,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,concept_vocab_index,vi798
3252,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi55
3253,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi873
3254,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,concept_vocab_index,vi88
3255,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi246
3256,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi1206
3257,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi677
3258,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1141
3259,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,concept_vocab_index,vi991
3260,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi801
3261,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi1111
3262,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,level,level_3
3263,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi239
3264,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi873
3265,Course1_W8-S2-L4_Representing_Trees_as_Decision_Sequences_Part_2_10-20,concept_vocab_index,vi1206
3266,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_0
3267,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,concept_vocab_index,vi844
3268,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi1108
3269,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi631
3270,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi34
3271,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi363
3272,Course2_W2-S2-L2_The_Noisy_Channel_Model_of_Spelling_19-30,concept_vocab_index,vi545
3273,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,concept_vocab_index,vi71
3274,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,concept_vocab_index,vi1206
3275,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi818
3276,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi490
3277,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi171
3278,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,concept_vocab_index,vi386
3279,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,concept_vocab_index,vi411
3280,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi988
3281,Course1_W7-S1-L1_Introduction_0-47,prerequisite,Course1_W6-S2-L6_The_Decoding_Algorithm_Part_3_12-29
3282,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,concept_vocab_index,vi72
3283,Course2_W1-S3-L1_Defining_Minimum_Edit_Distance_7-04,concept_vocab_index,vi1137
3284,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,concept_vocab_index,vi677
3285,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,l_text_topics,topic_7
3286,Course1_W10-S1-L1_Introduction_1-02,level,level_1
3287,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi71
3288,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1110
3289,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi1206
3290,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1103
3291,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,concept_vocab_index,vi29
3292,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,concept_vocab_index,vi47
3293,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1267
3294,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi713
3295,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,l_text_topics,topic_11
3296,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,prerequisite,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02
3297,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,l_text_topics,topic_2
3298,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi893
3299,Course2_W2-S1-L4_Generalization_and_Zeros_5-15,concept_vocab_index,vi226
3300,Course2_W6-S2-L2_Charniaks_Model_18-23,concept_vocab_index,vi943
3301,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,concept_vocab_index,vi134
3302,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,concept_vocab_index,vi137
3303,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,concept_vocab_index,vi1252
3304,Course2_W2-S2-L4_State_of_the_Art_Systems_7-10,concept_vocab_index,vi993
3305,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1377
3306,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi943
3307,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,concept_vocab_index,vi1124
3308,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,l_text_topics,topic_4
3309,Course2_W3-S1-L2_Naive_Bayes_3-19,concept_vocab_index,vi143
3310,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi1475
3311,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi945
3312,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi873
3313,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,level,level_3
3314,Course1_W8-S1-L2_Recap_of_the_Tagging_Problem_3-15,concept_vocab_index,vi1422
3315,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi1235
3316,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi468
3317,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi1320
3318,Course2_W4-S3-L4_Semi-Supervised_and_Unsupervised_Relation_Extraction_9-53,concept_vocab_index,vi1341
3319,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,concept_vocab_index,vi1399
3320,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi587
3321,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi47
3322,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,l_text_topics,topic_8
3323,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,concept_vocab_index,vi1051
3324,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi43
3325,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,l_text_topics,topic_0
3326,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,l_text_topics,topic_11
3327,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi73
3328,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,l_text_topics,topic_7
3329,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,concept_vocab_index,vi1292
3330,Course2_W4-S3-L1_What_is_Relation_Extraction_9-47,concept_vocab_index,vi1422
3331,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,concept_vocab_index,vi1443
3332,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1414
3333,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,concept_vocab_index,vi468
3334,Course1_W9-S1-L2_Word_Cluster_Representations_8-36,concept_vocab_index,vi116
3335,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi73
3336,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi980
3337,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,l_text_topics,topic_7
3338,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi1313
3339,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1072
3340,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi573
3341,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,concept_vocab_index,vi1392
3342,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,l_text_topics,topic_10
3343,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi55
3344,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi1206
3345,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi1443
3346,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,concept_vocab_index,vi262
3347,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi943
3348,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,l_text_topics,topic_5
3349,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi988
3350,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,concept_vocab_index,vi980
3351,Course2_W1-S3-L5_Minimum_Edit_Distance_in_Computational_Biology_9-29,prerequisite,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47
3352,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi134
3353,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi988
3354,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,concept_vocab_index,vi442
3355,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi137
3356,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,l_text_topics,topic_14
3357,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi38
3358,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,prerequisite,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44
3359,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi351
3360,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1181
3361,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,concept_vocab_index,vi587
3362,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1434
3363,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,concept_vocab_index,vi1309
3364,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi43
3365,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,concept_vocab_index,vi279
3366,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi47
3367,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,l_text_topics,topic_9
3368,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi984
3369,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi1369
3370,Course2_W4-S3-L2_Using_Patterns_to_Extract_Relations_6-17,concept_vocab_index,vi1284
3371,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi312
3372,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi980
